id,plate,state,license_type,summons_number,issue_date,summons_image,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,judgment_entry_date
1272,JWH6236,PA,PAS,8641819939,12/15/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaM2hQVkd0NlQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:29A,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,062,K,TRAFFIC,,
1273,HFD4336,NY,PAS,4650139570,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBQVkZVelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:03P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,
1274,HPU5110,NY,PAS,8669090375,12/10/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rOVVRVFZOUkUwelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:17A,NO PARKING-STREET CLEANING,45,60,0.23,0.1,105.13,0,071,K,TRAFFIC,HEARING HELD-GUILTY,05/30/2019
1275,HUL2088,NY,PAS,8527845088,12/23/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkVFMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:02A,NO STANDING-DAY/TIME LIMITS,115,60,0.18,0.09,175.09,0,052,BX,TRAFFIC,,04/11/2019
1276,175OUG,VA,PAS,8555466192,06/27/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVVVEpPYWtVMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1277,348534,DE,PAS,8555466568,06/29/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVVVEpPYWxVeVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1278,JCK6376,NY,PAS,4650139429,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBQVkZGNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:28P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
1279,HBU4494,NY,PAS,8857725911,02/22/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZM2xPVkd0NFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:09A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,084,K,TRAFFIC,,
1280,GMR3766,NY,PAS,8857725935,02/22/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZM2xPVkd0NlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:12A,NON-COMPLIANCE W/ POSTED SIGN,60,0,0,0,60,0,084,K,TRAFFIC,,
1281,HYK1508,NY,PAS,8671029645,01/18/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wMVVRWGxQVkZrd1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:04P,NO PARKING-STREET CLEANING,45,10,0,3.99,51.01,0,090,K,TRAFFIC,HEARING HELD-GUILTY,
1282,BPDD27,FL,PAS,4650139545,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBQVkZVd1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:02P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
1283,BB2539,NY,PSD,4650139697,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBQVkZrMVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:08P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1284,FRH5322,NY,PAS,4650139557,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBQVkZVeFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:03P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1285,HHG7520,NY,PAS,8685338992,10/01/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUWHBQUkdzMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:57P,SIDEWALK,115,0,0,0,115,0,067,K,TRAFFIC,,
1286,S76FPY,NJ,PAS,4650139752,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBQVkdNeFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:09P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
1287,CMU6164,NY,PAS,4650139910,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBQVkd0NFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:12P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,
1288,DVZ8539,NY,PAS,8527846044,01/10/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPYWtFd1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:50P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,052,BX,TRAFFIC,,
1289,JAM1191,NY,PAS,8527845246,12/23/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkVrd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:32A,NO STANDING-DAY/TIME LIMITS,115,10,0,0,125,0,052,BX,TRAFFIC,HEARING HELD-GUILTY,
1290,22576MM,NY,COM,8641820000,12/15/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaM2xOUkVGM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:12A,NGHT PKG ON RESID STR-COMM VEH,65,0,0,0,65,0,062,K,TRAFFIC,,
1291,GVC1343,NY,PAS,8641819976,12/15/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaM2hQVkdzelRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:45A,FIRE HYDRANT,115,0,0,0,115,0,062,K,TRAFFIC,,
1292,JRD5200,NY,PAS,4703832318,08/18/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamQwMTZaM3BOYWsxNFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:46P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
1293,FJR9680,NY,PAS,8857726058,02/22/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZM2xPYWtFeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:44A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,084,K,TRAFFIC,,
1294,Y12JYK,NJ,PAS,8641819952,12/15/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaM2hQVkdzeFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:13A,FIRE HYDRANT,115,0,0,0,115,0,062,K,TRAFFIC,,
1295,HCP3679,NY,PAS,8527846019,01/10/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPYWtGNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:29P,FIRE HYDRANT,115,0,0,0,115,0,048,BX,TRAFFIC,,
1296,XJ276S,NJ,PAS,8711502800,02/11/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGROYW1kM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:04A,NO STD(EXC TRKS/GMTDST NO-TRK),115,0,0,115,0,0,014,NY,TRAFFIC,HEARING HELD-NOT GUILTY,
1297,11575MK,NY,COM,8711502812,02/11/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGROYW1kNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:08A,DOUBLE PARKING-MIDTOWN COMML,115,0,0,15,100,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1298,GUV7799,NY,PAS,8527845260,12/23/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkVreVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:39A,FIRE HYDRANT,115,10,0,0,125,0,052,BX,TRAFFIC,,
1299,FAW9344,NY,PAS,4650139820,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBQVkdkNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:11P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,MN,DEPARTMENT OF TRANSPORTATION,,
1300,HZM4680,NY,PAS,4650139740,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBQVkdNd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:09P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1301,HUY5182,NY,PAS,4650139806,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBQVkdkM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:10P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1302,ECLY91,FL,PAS,4650140134,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkVWNlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:19P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1303,GJJ4050,NY,PAS,8649270700,06/01/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FOVVTVE5OUkdOM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:17A,INSP. STICKER-EXPIRED/MISSING,65,10,0,0,75,0,063,K,TRAFFIC,,
1304,HSL7079,NY,PAS,8641820061,12/18/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaM2xOUkVFeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:41P,NON-COMPLIANCE W/ POSTED SIGN,60,0,0,0,60,0,088,K,TRAFFIC,,
1305,JPN6436,NY,PAS,8857726964,03/01/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZM2xPYW1zeVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:29A,NO STANDING-EXC. AUTH. VEHICLE,95,0,0,0,95,0,084,K,TRAFFIC,,
1306,HXE7793,NY,PAS,4650139922,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBQVkd0NVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:12P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1307,DRE7933,NY,PAS,8527846160,01/10/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPYWtVeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:27P,DOUBLE PARKING,115,0,0,0,115,0,052,BX,TRAFFIC,,
1308,K164562,IN,PAS,8527846172,01/10/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPYWtVelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:42P,FIRE HYDRANT,115,0,0,0,115,0,052,BX,TRAFFIC,HEARING HELD-GUILTY,
1309,44604MK,NY,COM,8527846068,01/10/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPYWtFeVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:04P,NO STANDING-DAY/TIME LIMITS,115,0,0,15,100,0,052,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1310,HZL8992,NY,PAS,8704203781,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVTWGROZW1NMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:25P,NO PARKING-DAY/TIME LIMITS,60,30,0,0,90,0,028,NY,TRAFFIC,,
1311,45250ML,NY,COM,8527846081,01/10/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPYWtFMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:33P,DOUBLE PARKING,115,0,0,0,115,0,052,BX,TRAFFIC,HEARING HELD-GUILTY,
1312,B23JFH,NJ,PAS,8704203720,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVTWGROZW1ONVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:15P,DOUBLE PARKING,115,0,0,0,115,0,030,NY,TRAFFIC,HEARING HELD-GUILTY,
1313,81457MD,NY,COM,8711502824,02/11/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGROYW1kNVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:11A,FIRE HYDRANT,115,0,0,0,115,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1314,81457MD,NY,COM,8711502836,02/11/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGROYW1kNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:13A,REG STICKER-MUTILATED/C'FEIT,65,0,0,25,40,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1315,HTA6981,NY,PAS,4650140006,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkVGM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:14P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1316,HMN8781,NY,PAS,8527846070,01/10/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPYWtFelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:12P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,052,BX,TRAFFIC,,
1317,HVJ7619,NY,PAS,8527846123,01/10/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPYWtWNVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:51P,FIRE HYDRANT,115,10,0,0,125,0,052,BX,TRAFFIC,,
1318,GJS4992,NY,PAS,4650140201,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkVsM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:21P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1319,X36AEH,NJ,PAS,4650140225,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkVsNVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:21P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
1320,AJ09487,AZ,PAS,8641820231,12/18/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaM2xOUkVsNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:06P,NGHT PKG ON RESID STR-COMM VEH,65,0,0,65,0,0,077,K,TRAFFIC,HEARING HELD-NOT GUILTY,
1321,HTJ5500,NY,PAS,8527846184,01/10/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPYWtVMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:53P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,052,BX,TRAFFIC,,
1322,JKIL61,FL,PAS,8527845313,12/23/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkUxNFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:22A,FIRE HYDRANT,115,0,0,0,115,0,052,BX,TRAFFIC,,
1323,UZB777NY,NY,OMT,4650140237,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkVsNlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:22P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1324,DHG4637,NY,PAS,8527846238,01/10/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPYWtsNlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:08P,FIRE HYDRANT,115,0,0,0,115,0,052,BX,TRAFFIC,,
1325,HJV7037,NY,PAS,8527845374,01/03/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkUwelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:01P,DOUBLE PARKING,115,10,0,0,125,0,048,BX,TRAFFIC,,
1326,PD449R,FL,PAS,8555467550,07/06/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVVVEpPZWxVeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1327,ECB6634,NY,PAS,7516156541,04/25/2012,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wVmVFNXFSVEZPYWxVd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:52A,DOUBLE PARKING,115,60,116.36,0.17,291.19,0,072,K,TRAFFIC,,08/16/2012
1328,HWV9220,NY,PAS,8857727440,03/05/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZM2xPZWxFd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:38A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,073,K,TRAFFIC,,
1329,B52MKR,NJ,PAS,8857727646,03/08/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZM2xPZWxrd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:30A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,084,K,TRAFFIC,,
1330,DTN3233,NY,PAS,8524184516,07/08/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNUVSVFJPUkZWNFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:13A,CROSSWALK,115,60,0.18,0,175.18,0,044,BX,TRAFFIC,,10/24/2019
1331,11576MK,NY,COM,8711502861,02/11/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGROYW1jeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:59A,DOUBLE PARKING-MIDTOWN COMML,115,0,0,15,100,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1332,HXK3255,NY,PAS,8665683677,08/31/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFJOZWxrelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:52P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35,0,060,K,TRAFFIC,HEARING HELD-GUILTY,
1333,HJD9398,NY,PAS,4650140432,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkZGNlRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:29P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1334,77434MH,NY,COM,4650140470,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkZFelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:38P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1335,GWG9993,NY,PAS,4650140444,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkZFd1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:31P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1336,14063JT,NY,COM,8527845519,01/03/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkZWNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:47P,DOUBLE PARKING,115,0,0,115,0,0,052,BX,TRAFFIC,HEARING HELD-NOT GUILTY,
1337,PANTIN2,NY,SRF,4650140420,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkZGNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:27P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1338,GXD2054,NY,PAS,8857750139,09/18/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZekZOUkVWNlQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:33A,NO STANDING-EXC. TRUCK LOADING,95,0,0,0,95,0,114,Q,TRAFFIC,HEARING HELD-GUILTY,
1339,JEX2490,NY,PAS,8527845507,01/03/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkZWM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:42P,NO STANDING-BUS STOP,115,0,0,0,115,0,052,BX,TRAFFIC,,
1340,8KH262,NY,PAS,8555467755,07/07/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVVVEpPZW1NeFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1341,26554JV,NY,COM,8527845490,01/03/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkZFMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:39P,NO STANDING-BUS LANE,115,0,0,0,115,0,052,BX,TRAFFIC,HEARING HELD-GUILTY,
1342,13946MJ,NY,COM,8685352368,08/10/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUVEZOYWsweVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:53P,DOUBLE PARKING,115,10,0,125,0,0,024,NY,TRAFFIC,HEARING HELD-NOT GUILTY,
1343,HMN8957,NY,PAS,8685352241,08/09/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUVEZOYWtrd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:45P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,019,NY,TRAFFIC,HEARING HELD-GUILTY,
1344,LDYAR,NY,ORG,8665684130,09/01/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFJPUkVWNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:51P,NO STANDING-DAY/TIME LIMITS,115,30,0,0,145,0,063,K,TRAFFIC,,
1345,2017461,IL,PAS,8665684189,09/01/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFJPUkVVMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:28P,NGHT PKG ON RESID STR-COMM VEH,65,10,0,75,0,0,067,K,TRAFFIC,HEARING HELD-NOT GUILTY,
1346,HSF7637,NY,PAS,8527845684,01/06/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkZrMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:15A,NO STANDING-DAY/TIME LIMITS,115,30,0,0,145,0,052,BX,TRAFFIC,,
1347,JCR5187,NY,PAS,8669092001,12/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rOVVRVFZOYWtGM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:22A,FIRE HYDRANT,115,60,2.37,0.08,177.29,0,070,K,TRAFFIC,,04/04/2019
1348,FMR1924,NY,PAS,8857752847,10/01/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZekZOYW1jd1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:45A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,115,Q,TRAFFIC,HEARING HELD-GUILTY,
1349,8KH262,NY,PAS,8555467767,07/07/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVVVEpPZW1NeVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
